QID	Guest Tokens	Guest HLs	Host Tokens	Host HLs	Vote
CNN-329196-7	"['And', 'as', 'I', 'wrote', 'in', 'my', 'most', 'recent', 'column,', ""there's"", 'a', 'real', 'danger', 'to', 'that.', 'Because', 'when', 'everything', 'he', 'says', 'and', 'does', 'provokes', 'an', 'unmitigated', 'outrage', 'and', 'fury.', 'How', 'do', 'we', 'then', 'get', 'voters,', 'get', 'Americans', 'to', 'focus', 'on', 'the', 'stuff', 'that', 'Trump', 'is', 'doing', 'that', 'really,', 'really', 'warrants', 'sustained', 'attention,', 'stuff', 'that', 'really', 'is', 'damaging', 'the', 'country?', 'Things', 'get', 'lost', 'in', 'this', 'weltering', 'world,', 'and', 'I', 'think', ""that's"", 'what', 'exactly', 'what', 'Trump', 'wants.', 'When', 'we', 'answer', 'his', 'melodrama', 'with', 'our', 'own', 'melodrama', ""we're"", 'playing', 'his', 'game', 'by', 'his', 'rules,', 'and', 'I', 'think', 'he', 'wins.']"	[0, 0, 0, 0, 0, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0, 0.3333333333333333, 0.5555555555555556, 0.4444444444444444, 0.4444444444444444, 0.3333333333333333, 0.4444444444444444, 0.5555555555555556, 0.5555555555555556, 0.5555555555555556, 0.5555555555555556, 0.4444444444444444, 0.4444444444444444, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0, 0, 0, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0, 0, 0, 0, 0, 0, 0, 0, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['Very', 'well', 'said.', 'So', ""let's"", 'talk', 'about', 'your', 'column', 'in', 'the', 'Times,', ""it's"", 'called', 'the', 'end', 'of', 'Trump', 'and', 'the', 'end', 'of', 'days.', 'And', 'it', 'speaks', 'on', 'democratic', '(Inaudible)', 'are', 'responding', 'to', 'this', 'president.', ""You're"", 'right.', '""When', ""Trump's"", 'opponents', 'react', 'to', 'so', 'much', 'of', 'what', 'he', 'says', 'and', 'does', 'with', 'such', 'unfettered', 'outrage,', 'how', 'does', 'this', 'how', 'not', 'become', 'background', 'noise,', 'and', 'how', 'do', 'we', 'make', 'sure', 'that', 'his', 'unequivocally', 'foul', 'manner', 'stands', 'out', 'from', 'the', 'debatably', 'foolish', 'ones?', 'When', 'we', 'constantly', 'conjure', 'the', 'duress', 'scenario', ""don't"", 'we', 'risk', 'looking', 'like', 'ignorable', 'hysterics', 'and', 'bolstering', 'his', 'grandiose', 'claims', 'of', 'martyrdom', 'if', 'events', 'unfold', 'in', 'less', 'damnable', 'fashion?""', ""That's"", 'very', 'well', 'put.', ""It's"", 'similar', 'what', 'you', '--', 'the', 'answer', 'that', 'you', 'just', 'said.', 'So', ""what's"", 'the', 'answer', 'for', 'democrats?', 'How', 'do', 'they', 'react', 'to', 'so', 'much', 'outrage', 'and', 'one', 'outrage', 'after', 'another?', 'Because', 'he,', 'I', 'mean,', ""it's"", 'just', 'one', 'in', 'a', 'row', '--', 'one', 'after', 'another.']"	[0, 0, 0, 0, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2222222222222222, 0.3333333333333333, 0.5555555555555556, 0.6666666666666666, 0.4444444444444444, 0.4444444444444444, 0.4444444444444444, 0.4444444444444444, 0.4444444444444444, 0.4444444444444444, 0.4444444444444444, 0.3333333333333333, 0.4444444444444444, 0.5555555555555556, 0.5555555555555556, 0.5555555555555556, 0.5555555555555556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]	[9, 14]
NPR-16222-13	['It', 'would', 'be', 'an', 'enormous', 'problem', 'if', 'it', 'were', 'true.', 'But', 'I', 'just', 'find', 'it', 'incredibly', 'unlikely', 'having', 'spent', 'a', 'lifetime', 'around', 'all', 'the', 'U.S.', 'intelligence', 'agencies.', 'I', 'just', 'do', 'not', 'find', 'that', 'credible.', 'I', 'could', 'see', 'where', 'some', 'of', 'our', 'allies', 'might', 'be', 'concerned.']	[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 1.0, 1.0, 1.0, 1.0]	"['Well,', 'if', 'some', 'allies', 'are', 'concerned', '-', 'if,', 'say,', 'European', 'intelligence', 'agencies', ""don't"", 'want', 'to', 'share', 'information', 'with', 'the', 'White', 'House,', 'is', 'that,', 'in', 'a', 'way,', 'what', 'Putin', 'has', 'been', 'hoping', 'for,', 'some', 'kind', 'of', 'division', 'in', 'this', 'alliance?']"	[0.5, 0.75, 1.0, 1.0, 1.0, 1.0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[4, 5]
CNN-31436-9	['No,', 'no,', 'not', 'child', 'birth', 'but', 'childhood.']	[0, 0, 0.5, 0.5, 0.5, 0.625, 1.0]	"['Oh,', 'childhood.', 'You', 'totally', 'got', 'my', 'attention.', 'OK,', 'well,', 'before', 'we', 'get', 'to', 'the', 'treatment,', ""let's"", 'talk', 'about', 'how', 'we', 'can', 'check.', 'For', 'example,', 'how', 'do', 'we', 'know', 'if', 'it', 'may', 'be', 'melanoma', 'or', 'not?']"	[0.625, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[8, 14]
CNN-349401-8	"['I', ""don't"", 'think', 'anybody', 'is', 'that', 'vital,', 'and', 'I', 'think', 'that', 'if', 'you', 'feel', 'strongly', 'enough', 'about', 'it', '--', 'and', ""I'm"", 'not', 'saying', 'that', 'this', 'individual', ""doesn't."", 'But', 'if', 'you', 'do,', 'you', 'need', 'to', 'stand', 'up', 'in', 'front', 'of', 'the', 'American', 'people,', 'God', 'and', 'country,', 'and', 'say,', 'here', 'I', 'am.', 'This', 'is', 'my', 'name', 'and', 'this', 'is', 'what', 'I', 'believe.', 'I', ""don't"", 'think,', 'Chris,', 'in', 'my', 'opinion,', 'you', 'should', 'try', 'to', 'have', 'it', 'both', 'ways.', 'You', 'should', 'try', 'to', 'say,', 'well,', ""I'm"", 'indispensable,', 'and', 'therefore,', ""I'm"", 'going', 'to', 'remain', 'anonymous.', 'But', 'at', 'the', 'same', 'time,', ""I'm"", 'going', 'to', 'criticize', 'my', 'boss', '--', 'even', 'if', ""it's"", 'justified,', 'and', 'I', ""don't"", 'know', 'whether', ""it's"", 'justified', 'or', 'not.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['Fair', 'point.', 'I', 'get', 'the', 'having', 'it', 'both', 'ways', 'point.', 'Fair', 'point.', 'How', 'about', 'how', 'the', 'president', 'is', 'handling', 'this?', 'If', 'it', 'is', 'a', 'nothing-', 'burger,', 'way', 'make', 'so', 'much', 'ado', 'about', 'something', 'that', ""doesn't"", 'matter?', 'Having', 'these', 'people', 'come', 'forward,', 'these', 'apparent', 'loyalty', 'tests,', 'you', 'know,', 'trying', 'to', 'do', 'everything', 'they', 'can', 'to', 'unearth', 'who', 'is', 'anonymous.', 'Why', 'if', 'it', ""doesn't"", 'matter?', 'If', 'you', ""don't"", 'think', ""it's"", 'real,', 'why', 'treat', 'it', 'this', 'way?']"	[0, 0, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[6, 14]
CNN-1649-7	['Well,', 'writing', 'a', 'State', 'of', 'the', 'Union,', 'when', 'I', 'was', 'working', 'on', 'it', 'and', 'also', 'the', 'one', 'last', 'night,', 'is', 'a', 'process', 'that', 'takes', 'literally', 'months:', 'policy', 'meetings,', 'planning', 'sessions,', 'writing', 'outlines', 'with', 'the', 'president', 'and', 'then', 'endless', 'drafts', 'and', 'rewrites.', 'In', 'fact,', 'he', 'spends', 'several', 'days', 'at', 'the', 'teleprompter', 'rehearsing', 'and', 'revising', 'leading', 'up', 'to', 'the', 'speech.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.75, 0.75, 0.75, 0.75, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 0.75, 0.75, 0.75, 0.75, 0.75]	"['Yes,', ""he's"", 'notoriously', 'hands-on.', 'Do', 'you', 'have', '--', 'did', 'you', 'have', 'a', 'real', 'good', 'working', 'relationship', 'with', 'him', 'when', 'he', 'was', 'changing', 'and', 'tinkering', 'and', 'refining?']"	[0, 0.75, 0.75, 0.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25, 0.25, 0.25, 0, 0.25]	[4, 5]
CNN-401386-3	"['Yes.', 'So,', 'as', 'a', 'country,', 'we', 'are', 'declining,', 'as', 'you', 'said,', 'but', ""there's"", 'a', 'lot', 'of', 'variation.', 'And,', 'ultimately,', 'what', 'we', 'know', 'drives', 'this', 'virus', 'is', 'people', 'interacting', 'with', 'each', 'other,', 'people', 'getting', 'out', 'and', 'interacting', 'with', 'each', 'other', 'in', 'a', 'way', ""that's"", 'maybe', 'not', 'socially', 'distanced,', 'spending', 'too', 'much', 'time', 'close', 'to', 'each', 'other.', 'And', 'then,', 'of', 'course,', 'the', 'fact', 'that', 'we', ""don't"", 'have', 'a', 'great', 'testing', 'and', 'tracing', 'program', 'across', 'the', 'country', 'really', 'has', 'put', 'us', 'behind', 'the', 'eight', 'ball.', 'So', 'I', 'think', 'some', 'states', 'may', 'have', 'just', 'opened', 'a', 'little', 'too', 'early', 'or', 'opened', 'too', 'aggressively,', 'without', 'having', 'the', 'right', 'infrastructure', 'to', 'do', 'it.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['What', 'about', 'social', 'distancing?', 'Because', 'now', ""we're"", 'hearing', 'from', 'some', 'experts', 'saying', 'that', 'six', 'feet', 'apart', 'may', 'not', 'be', 'enough', 'to', 'stop', 'the', 'spread', 'of', 'the', 'virus.', 'Do', 'you', 'agree', 'with', 'that?', 'And,', 'if', 'so,', 'how', 'far', 'apart', 'are', 'we', 'supposed', 'to', 'be?']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 5]
CNN-22810-11	"['Well,', 'oftentimes,', 'people', 'have', 'conflicting', 'beliefs.', 'So', 'one', 'belief', 'might', 'be,', 'well,', ""it's"", 'important', 'for', 'me', 'to', 'be', 'physically', 'fit,', 'or', ""it's"", 'important', 'for', 'me', 'to', 'spend', 'a', 'lot', 'of', 'time', 'with', 'my', 'family,', 'or', ""it's"", 'important', 'for', 'me', 'to', 'stand', 'up', 'for', 'my', 'myself.', 'Maybe', ""we'll"", 'take', 'that', 'latter', 'one.', 'So', 'a', 'resolution', 'might', 'be,', 'well,', ""I'd"", 'like', 'to', 'be', 'more', 'assertive', 'with', 'people', 'this', 'year.', 'But', 'if', 'you', 'also', 'have', 'the', 'belief,', 'I', ""can't"", 'hurt', 'anyone,', ""it's"", 'terrible', 'to', 'make', 'people', 'angry,', 'I', 'should', 'always', 'put', 'myself', 'second,', 'then', 'those', 'beliefs', 'are', 'going', 'to', 'contradict', 'and', 'sabotage', 'their', 'efforts', 'toward', 'fulfilling', 'their', 'goal.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	"['Make', 'sure', 'you', 'really', 'want', 'it.', 'And', 'finally,', 'what', 'if', 'you', 'have', 'good', 'intentions', 'and', 'you', 'pretty', 'much', 'have', 'set', 'yourself', 'up', 'for', 'resolutions,', 'but', 'you', 'stumble,', ""let's"", 'say,', 'two', 'weeks', 'in,', 'about', 'Jan.', '15?', ""What's"", 'your', 'best', 'advice?']"	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 5]
CNN-390120-3	['We', 'asked', 'that', 'question.', 'Again,', 'we', 'do', 'it', 'every', 'month.', 'We', 'had', 'nine', 'out', 'of', '11', 'say', 'that', 'if', 'it', 'were', 'Obama', 'against', 'Trump', 'they', 'would', 'take', 'President', 'Trump.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0]	"['OK.', 'Pretty', 'impressive', 'for', 'President', 'Trump', 'that', '9-11', 'are', 'hanging', 'with', 'him,', 'although', 'I', 'guess', 'someone', 'could', 'say', 'the', 'margin', 'was', 'so', 'thin,', '70,000', 'votes', 'in', '3', 'states,', 'that', 'Trump', 'needs', 'to', 'win', 'them', 'all.', ""What's"", 'your', 'thought', 'on', 'that?']"	[0, 0, 0, 0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[3, 3]
CNN-136098-3	['She', 'started', 'off', 'where', '--', 'the', 'first', 'phone', 'call', 'was', 'like,', 'OK,', 'she', 'was', 'laughing.', 'She', 'got', 'off', 'the', 'slope,', 'went', 'back', 'to', 'the', 'hotel,', 'and', 'she', 'had', 'a', 'headache.', 'All', 'of', 'a', 'sudden,', 'turn', 'of', 'events,', 'horrible,', 'horrible', 'tragic', 'turn,', 'and', 'now', 'she`s', 'being', 'flown', 'from', 'the', 'hospital', 'in', 'Montreal', 'to', 'New', 'York,', 'and', 'she`s', 'on', 'life', 'support.', 'I', 'can', 'tell', 'you', 'for', 'sure', 'that', 'we`ve', 'now', 'found', 'out', 'that', 'the', 'ambulance', 'ride', 'with', 'her', 'husband', 'and', 'her', 'to', 'the', 'Lennox', 'Hospital', 'in', 'New', 'York', 'was', 'horrible.', 'He', 'was', 'quiet;', 'he', 'was', 'caressing', 'her', 'face.', 'She', 'was', 'horribly', 'unresponsive.', 'And', 'at', 'this', 'point,', 'we`re', 'just', 'awaiting', 'the', 'family`s', '--', 'her', 'family', 'to', 'come', 'out', 'of', 'the', 'hospital', 'and', 'give', 'the', 'word.', 'But', 'just', 'horrid', '180', 'turn-around', 'and', 'just', 'the', 'most', 'tragic', 'thing.', 'I', 'mean,', 'when', 'I', 'was', 'working', 'on', 'this', 'story', 'all', 'day', 'today,', 'it`s', 'just', 'like', 'you`re', 'hoping', 'that', 'it`s', 'not', 'true,', 'and', 'it', 'is.', 'It`s', 'just', 'such', 'a', 'horrible', 'situation.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.125, 0.125, 0.125, 0.125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.125, 0.375, 0.375, 0.5, 0.5, 0.625, 0.625, 0.125, 0.125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.125, 0.125, 0.125, 0.125, 0.125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.125, 0.125, 0.125, 0.125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.375, 0.375, 0.375, 0.5, 0.5, 0.5]	['It`s', 'awful.', 'Now,', 'her', 'husband,', 'who', 'is', 'a', 'famous', 'actor,', 'apparently', 'was', 'on', 'location.', 'Dropped', 'everything', 'immediately', 'and', 'raced', 'to', 'her', 'side.', 'Tell', 'us', 'about', 'that.']	[0.625, 0.625, 0, 0.5, 0.5, 0, 0, 0, 0, 0, 0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.375, 0.375, 0.375, 0.375, 0, 0, 0, 0]	[8, 15]
NPR-23790-3	"['Mandatory', 'minimums', 'is', 'a', 'concern,', 'especially', 'when', 'it', 'comes', 'to', 'drug', 'offenses.', 'You', 'have', 'to', 'look', 'at', 'everything', 'on', 'a', 'case-by-case', 'basis,', 'and', 'you', 'have', 'a', 'look', 'at', 'the', 'wider', 'impact', ""it's"", 'going', 'to', 'have', 'because', 'at', 'the', 'end', 'of', 'the', 'day,', 'as', 'prosecutors', 'and', 'as', 'law', 'enforcement,', 'we', 'are', 'charged', 'with', 'protecting', 'society.', 'But', 'we', 'have', 'to', 'make', 'sure', ""we're"", 'doing', 'it', 'in', 'an', 'evenhanded', 'manner.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['Yeah,', 'I', 'have', 'to', 'ask', 'you', 'about', 'the', 'mandatory', 'minimums', 'because', ""it's"", 'my', 'understanding', 'that,', 'you', 'know,', 'mandatory', 'minimums', 'have', 'actually', 'been', 'the', ""prosecutor's"", 'friend.', 'So', 'why', 'would', 'you', 'want', 'to', 'give', 'that', 'up?']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 3]
CNN-283887-9	"['Well,', 'we', 'were', 'watching', 'the', 'semifinals', 'volleyball', 'game', 'and', 'the', 'British', 'made', 'it', 'and', 'the', 'U.S.', 'made', 'it', 'and', 'I', 'leaned', 'over', 'to', 'him', 'and', 'I', 'was', 'like,', 'do', 'you', 'want', 'to', 'do', 'a', 'little', 'friendly', 'wager?', 'He', 'stood', 'up', 'and', 'busted', 'out', 'a', '$20', 'bill.', 'First,', 'I', 'was', 'just', 'amazed', 'that', 'he', 'actually', 'had', 'one', 'in', 'his', 'pocket.', 'I', 'was', 'like,', 'OK.', 'But', 'then', 'after', 'the', 'championship', 'game,', 'he', 'disappeared', 'real', 'quickly.', 'I', ""couldn't"", 'find', 'him.', 'I', 'thought,', ""he's"", 'going', 'to', 'back', 'out', 'of', 'my', 'bet.', 'I', 'tried', 'to', 'recover', 'my', 'winnings', 'from', 'him.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	['Recover', 'your', 'winnings', 'from', 'a', 'man', 'with', 'a', '$20', 'bill,', 'the', 'prince.', 'D.T.,', 'I', 'love', 'what', 'you', 'said', 'about', 'the', 'feeling', 'reborn', 'and', 'staying', 'strong', 'and', 'your', 'message', 'there', 'at', 'the', 'games.', 'Thank', 'you', 'so', 'much', 'for', 'coming', 'on.', 'I', 'really,', 'really', 'appreciate', 'it.']	[1.0, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[3, 3]
CNN-237525-9	['...', 'there', 'was', 'a', 'skilled', 'supervisor', 'there.', 'Now,', 'I', 'think', 'the', 'parents', 'to', 'put', 'it', 'mildly', 'made', 'a', 'error', 'in', 'judgment', 'in', 'allowing', 'this', 'girl', 'to', 'do', 'this.', 'But,', 'I', 'mean,', 'how', 'you', 'could', 'have', 'a', 'society', 'that', 'allows', 'a', 'nine-year-old', 'to', 'shoot', 'an', 'UZI', 'is', 'just', 'unbelievable.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['I', 'mean,', 'under', 'a', 'federal', 'law,', 'no', 'one', 'under', '18', 'can', 'posses', 'a', 'weapon', 'like', 'this.', 'But', 'if', ""it's"", '--', 'if', ""you're"", 'with', 'a', 'guardian,', 'you', 'can', 'be', 'instructed.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 3]
